200 7500
175 30 4
199 67 9
1 53 9
37 181 8
174 2 8
190 195 2
4 177 2
125 72 7
37 110 1
124 193 9
115 119 3
189 105 1
2 98 1
80 124 10
43 58 8
10 123 4
79 190 1
119 184 10
34 32 8
29 161 4
77 131 10
115 51 1
82 154 3
73 70 4
165 16 4
120 96 5
142 2 10
17 31 3
54 154 4
46 103 6
50 167 2
103 84 7
187 70 9
20 101 8
161 118 9
159 187 4
155 162 8
191 173 5
44 140 5
143 150 9
30 137 3
25 129 3
122 96 5
42 79 6
187 26 7
181 66 3
166 78 4
38 48 3
115 175 7
21 150 2
87 97 6
31 58 2
194 52 2
191 135 8
92 145 5
62 27 1
140 132 9
185 23 3
63 160 3
28 91 7
51 1 6
139 54 1
111 127 2
184 37 7
143 52 3
35 159 3
32 105 8
95 52 8
44 76 3
22 166 3
36 44 7
46 165 3
107 109 10
193 127 10
69 137 3
125 158 5
104 95 5
117 157 5
0 140 3
118 120 1
170 134 5
66 169 7
168 39 8
137 58 5
3 68 4
10 68 10
140 150 3
111 44 2
160 86 8
104 130 9
137 35 7
188 146 1
89 38 3
7 60 7
122 171 8
147 93 7
83 61 7
22 14 8
110 112 3
147 33 3
78 159 8
13 32 5
43 124 8
23 143 1
181 5 9
77 198 6
82 18 9
85 4 9
194 124 6
165 137 1
62 52 9
189 38 6
103 19 3
46 91 4
145 160 7
173 123 2
25 16 3
33 30 5
106 53 10
39 149 1
190 96 1
158 107 7
97 186 1
103 148 6
54 61 5
75 52 6
139 110 10
111 161 8
198 0 7
21 199 1
119 136 10
38 167 2
188 25 3
126 121 7
110 100 2
56 22 1
196 53 7
74 105 7
21 67 3
32 169 4
96 7 1
156 5 9
37 178 6
173 18 1
117 195 8
178 175 3
79 25 6
8 67 8
191 150 2
193 58 5
92 9 6
69 170 1
180 164 3
57 14 4
176 183 6
127 124 3
16 114 8
51 48 4
101 156 7
178 71 3
104 9 2
120 59 2
51 5 7
26 164 3
8 14 7
68 89 9
191 48 2
181 60 7
25 185 5
155 60 3
123 6 2
101 147 1
129 144 5
65 153 3
76 39 3
147 180 5
104 3 2
184 0 1
173 79 6
148 132 3
132 6 7
36 59 7
44 183 6
199 113 9
17 166 8
45 70 5
88 134 10
128 121 5
68 48 1
140 180 5
108 104 8
58 60 3
80 30 8
88 124 5
3 44 6
155 119 6
103 120 8
72 178 1
179 31 9
58 148 4
115 75 9
21 70 1
32 106 4
22 124 8
58 103 1
72 135 4
9 29 2
79 83 3
50 185 9
141 169 8
12 106 8
164 174 6
163 109 4
45 105 10
42 192 2
84 153 9
71 25 2
12 82 3
25 75 5
68 15 1
142 121 6
90 142 7
128 118 3
165 105 4
139 41 3
123 100 1
135 128 3
193 25 7
44 190 5
97 18 4
85 66 1
185 166 6
153 75 3
142 59 3
34 134 4
7 130 9
57 12 1
60 22 5
54 76 4
37 119 10
151 14 7
193 169 5
152 194 2
194 180 8
183 36 9
68 97 8
43 37 1
78 111 6
60 15 4
120 129 2
137 65 9
86 70 5
136 197 1
128 51 2
99 154 8
98 17 1
106 120 1
116 166 5
19 198 9
67 97 5
112 102 1
109 122 10
31 80 1
196 40 10
66 40 2
22 89 2
27 199 8
123 178 10
28 186 2
195 182 8
118 194 8
39 113 6
70 153 6
147 157 5
69 53 10
143 130 8
148 107 10
175 146 1
47 172 5
80 11 4
173 76 1
154 150 2
114 40 8
85 111 7
140 80 7
47 107 8
101 35 4
183 54 9
96 184 6
134 198 4
18 186 9
108 126 10
144 125 3
168 8 1
123 187 9
68 8 10
90 7 3
56 192 8
92 172 7
1 104 1
39 11 5
65 3 10
53 150 10
54 179 8
140 54 6
71 28 6
194 160 10
7 82 5
3 103 5
172 35 10
107 175 5
119 49 3
103 72 9
130 55 10
186 155 5
33 132 10
43 53 4
64 136 5
25 170 6
128 41 6
108 138 8
125 47 4
172 145 9
39 178 9
98 44 5
122 76 10
176 143 4
27 194 6
23 54 8
77 9 4
191 26 10
100 28 4
114 103 3
60 164 5
155 54 7
114 156 1
18 179 5
105 115 9
46 97 9
155 51 5
56 122 1
110 97 3
109 11 9
149 178 8
39 128 6
69 138 9
22 43 3
0 7 4
144 114 5
84 170 3
170 71 1
147 116 4
72 124 2
24 19 10
129 115 8
54 70 7
28 149 7
50 40 8
85 130 3
153 57 6
1 151 2
89 100 7
163 150 7
62 51 3
112 32 8
109 127 7
21 89 10
175 37 4
82 122 6
127 181 7
39 25 7
114 124 1
173 170 7
137 41 9
102 134 5
111 158 3
145 85 3
5 56 1
92 161 7
77 130 2
191 43 4
30 163 3
32 61 6
151 186 3
145 19 3
57 175 3
25 67 4
166 48 6
60 32 7
143 47 8
14 190 9
33 185 6
88 192 7
50 17 6
67 94 4
54 12 4
157 106 5
191 120 2
76 101 6
50 16 8
3 22 10
150 170 4
3 127 8
28 8 6
21 132 3
108 19 5
123 69 9
13 182 2
186 161 2
93 144 4
36 10 10
22 1 1
178 21 7
81 9 7
0 99 6
79 178 4
137 163 2
176 40 3
123 61 5
7 9 10
124 151 4
106 143 7
33 108 7
137 3 6
57 140 7
177 22 1
12 48 5
70 186 1
83 4 2
193 90 8
48 19 3
86 9 9
91 79 5
183 164 1
47 92 1
147 162 6
65 160 5
169 80 2
12 10 8
13 9 4
119 3 7
152 35 7
181 188 9
54 166 7
45 4 4
39 85 6
169 172 7
90 182 2
7 58 3
120 76 2
0 92 8
133 8 8
19 77 3
27 37 10
124 30 2
66 81 5
176 185 7
139 91 5
36 128 8
199 19 7
147 192 2
64 146 10
43 155 6
108 45 1
120 138 8
70 41 9
37 15 10
192 105 7
21 51 10
181 130 4
171 120 3
59 72 2
97 108 10
175 45 6
68 49 5
64 10 6
135 161 4
54 19 9
129 78 5
32 177 6
25 165 7
28 146 6
85 126 9
11 115 3
29 4 10
146 198 1
174 156 3
38 151 9
105 174 3
70 93 9
139 197 2
161 147 10
101 41 10
141 68 6
42 199 9
154 187 1
37 50 9
112 157 3
195 168 9
141 100 10
74 177 1
118 175 2
11 22 3
137 27 9
75 104 1
